DMXDB,November 28th 2014,122,2,,,,,,,,,,,,,,,,,
134,Sea,UP,0,0,no,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
135,Non Stop Mix Special 1 |(1st edit),Non Stop Mix Special,130,220,DATA/mov/boss.seq,6,284,8,420,0,0,6,235,8,372,0,0,0,0,0
201,Mind Parasite,TOMOSUKE,145,145,DATA/mov/mind.seq,6,191,8,291,0,0,6,194,8,299,0,0,3,0,0
202,VIRTUAL MIND,Brian Morris feat.Thomas,128,128,DATA/mov/robo.seq,5,207,7,310,0,0,5,209,7,280,0,0,3,0,0
203,CAT'S EYE |(Ventura Mix),E-ROTIC,159,159,DATA/mov/cats.seq,4,171,7,267,0,0,4,207,5,232,0,0,3,0,0
204,SYNCHRONIZED LOVE,JOE RINOIE,150,150,DATA/mov/sync.seq,5,199,7,361,0,0,5,263,7,406,0,0,3,0,0
205,KISS KISS KISS,NAOKI feat.SHANTI,150,150,DATA/mov/kiss.seq,4,201,6,302,0,0,4,224,6,322,0,0,3,0,0
206,TOGETHER AND FOREVER,CAPTAIN JACK,150,150,DATA/mov/fore.seq,4,178,7,323,0,0,5,231,8,376,0,0,3,0,0
207,BOOM BOOM DOLLAR,KING KONG & D.JUNGLE GIRLS,155,155,DATA/mov/boom.seq,5,229,6,268,0,0,5,211,7,321,0,0,3,0,0
208,UPSIDE DOWN |(Hyper Euro Mix),COO COO,150,150,DATA/mov/upsi.seq,3,188,5,262,0,0,4,202,7,281,0,0,3,0,0
209,DAM DARIRAM |(B4 ZA BEAT Mix),JOGA,154,154,DATA/mov/damd.seq,5,197,8,317,0,0,5,219,8,268,0,0,3,0,0
210,EAT YOU UP |(Phat k Mix),ANGIE GOLD,155,155,DATA/mov/eaty.seq,5,221,7,324,0,0,5,230,8,322,0,0,3,0,0
211,Kiss me all night long,NAOKI J-STYLE feat.MIU,155,155,DATA/mov/meal.seq,5,182,8,295,0,0,5,230,8,355,0,0,3,0,0
212,KEEP IT GOING,K.Wit feat. Anthony Shoemo,180,180,DATA/mov/itgo.seq,5,212,8,378,0,0,4,210,5,233,0,0,3,0,0
213,STAY |(Organic house Version),emi,125,125,DATA/mov/stay.seq,5,166,7,254,0,0,5,177,7,323,0,0,3,0,0
214,PETIT LOVE,SMILE.dk,155,155,DATA/mov/peti.seq,4,188,6,298,0,0,4,237,7,312,0,0,3,0,0
215,STAY |(Mod bouncy Version),TOMOSUKE,125,125,DATA/mov/stay2.seq,5,160,7,243,0,0,5,179,7,298,0,0,3,0,0
216,BOYS |(Euro Mix),SMILE.dk,155,155,DATA/mov/boys.seq,4,209,8,392,0,0,5,198,6,284,0,0,3,0,0
217,TUBTHUMPING |(KCP Happy Mix),CHUMBAWAMBA,140,140,DATA/mov/tubt.seq,5,180,5,266,0,0,5,257,5,243,0,0,3,0,0
218,Quickening,dj TAKA,158,158,DATA/mov/quic.seq,6,355,8,416,0,0,6,383,8,362,0,0,3,0,0
219,ENTER THE DRAGON |(G'z Island Mix),B3-PROJECT,155,155,DATA/mov/ente.seq,4,133,7,247,0,0,5,162,7,258,0,0,3,0,0
220,MEET MY FRIEND |(B4 ZA BEAT Mix),EDDY HUNTINGTON,154,154,DATA/mov/meet.seq,3,162,6,252,0,0,5,236,8,346,0,0,3,0,0
221,Buffalo Bill |(Momo Re-Edit) ,ZIPPERS,0,0,DATA/mov/boss2.seq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,DOODAH! |(K.O.G. Re-edit),CARTOONS,158,158,DATA/mov/dood.seq,2,151,5,185,0,0,3,174,6,257,0,0,3,0,0
223,DO ME |(MONDO DISCO ITALO STYLE),DJ MOjo,135,135,DATA/mov/dome.seq,5,219,7,269,0,0,5,240,8,337,0,0,3,0,0
224,Happy-hopper,ES44,198,198,DATA/mov/russ.seq,5,224,8,347,0,0,6,217,8,343,0,0,3,0,0
225,TOKYO ALL READY,JUDY CRYSTAL,155,155,DATA/mov/toky.seq,4,163,5,284,0,0,4,164,5,263,0,0,3,0,0
226,@ |(J-SUMMER MIX),RE-VENGE,180,180,DATA/mov/mats.seq,5,235,8,386,0,0,5,243,8,398,0,0,3,0,0
227,I WILL FOLLOW HIM,TAEKO + THE V.O.W.,148,148,DATA/mov/iwil.seq,2,142,5,230,0,0,3,161,5,240,0,0,3,0,0
228,FUNKY MODELLING,SPAKER,148,148,DATA/mov/funk.seq,5,240,8,334,0,0,6,240,8,311,0,0,3,0,0
229,Paranoia |~jazzy groove~,200-10,0,0,DATA/mov/boss2.seq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Non Stop Mix Special 2,Non Stop Mix Special,180,190,DATA/mov/boss2.seq,6,400,9,475,0,0,7,383,9,484,0,0,3,1,0
231,ABSOLUTE,dj TAKA,140,140,DATA/mov/abso.seq,3,178,8,366,0,0,4,220,8,375,0,0,4,0,0
232,B4U,NAOKI,155,155,DATA/mov/bfor.seq,6,261,8,381,0,0,6,260,7,342,0,0,4,0,0
233,DXY!,TaQ,148,148,DATA/mov/dxye.seq,6,343,7,392,0,0,5,299,7,356,0,0,4,0,0
234,sanctus,Osamu Kubota,160,160,DATA/mov/sanc.seq,5,220,8,299,0,0,6,223,8,324,0,0,4,0,0
235,Twin Bee -Generation X-,FinalOffset,168,168,DATA/mov/twin.seq,4,160,7,230,0,0,5,162,7,277,0,0,4,0,0
236,WONDA |(SPEED K MIX),MM,170,170,DATA/mov/wond.seq,5,157,8,354,0,0,6,196,9,455,0,0,4,0,0
237,KICK THE CAN |(HYPER KCP MIX),BUS STOP,180,180,DATA/mov/kick.seq,6,312,8,433,0,0,7,305,9,433,0,0,4,0,0
238,Romance no Kamisama,JUDY CRYSTAL,157,157,DATA/mov/roma.seq,2,147,6,285,0,0,4,133,7,284,0,0,4,0,0
239,RHYTHM AND POLICE,CJ CREW FEATURING CHRISTIAN D,154,154,DATA/mov/rhyt.seq,4,123,7,234,0,0,4,113,7,274,0,0,4,0,0
240,HOT LIMIT,JOHN DESIRE,156,156,DATA/mov/hotl.seq,4,211,7,314,0,0,6,240,7,329,0,0,4,0,0
241,Odoru Ponpokorin,CAPTAIN JACK,142,142,DATA/mov/odor.seq,1,136,6,273,0,0,4,177,6,267,0,0,4,0,0
242,Junanasai,BAMBEE,140,140,DATA/mov/juna.seq,4,202,7,276,0,0,5,208,7,287,0,0,4,0,0
243,BE TOGETHER,NI-NI,140,140,DATA/mov/beto.seq,3,136,5,226,0,0,4,130,6,244,0,0,4,0,0
244,THE TWIST |(Double Pump MIX),LIBERTY ALL STAZ,156,156,DATA/mov/thet.seq,4,227,8,323,0,0,6,272,7,363,0,0,4,0,0
245,Non Stop Special 2 |(ny edit),Non Stop Mix Special,180,190,DATA/mov/boss2.seq,5,399,9,437,0,0,5,351,9,447,0,0,4,1,0
246,Non Stop Special 2 |(os edit),Non Stop Mix Special,180,190,DATA/mov/boss2.seq,5,419,9,511,0,0,5,345,9,405,0,0,4,1,0
247,Non Stop Special 2 |(ss edit),Non Stop Mix Special,180,190,DATA/mov/boss2.seq,5,331,9,525,0,0,5,329,9,479,0,0,4,1,0
248,Non Stop Special 2 |(sy edit),Non Stop Mix Special,180,190,DATA/mov/boss2.seq,5,364,9,504,0,0,5,352,9,532,0,0,4,1,0
249,Non Stop Special 2 |(tt edit),Non Stop Mix Special,180,190,DATA/mov/boss2.seq,5,366,9,438,0,0,5,390,9,437,0,0,4,1,0
250,Non Stop Special 2 |(yh edit),Non Stop Mix Special,180,190,DATA/mov/boss2.seq,5,322,9,523,0,0,5,365,9,501,0,0,4,1,0
301,Wuv U,kors k,173,173,DATA/mov/wuvu.seq,3,199,6,272,0,0,3,202,6,260,0,0,5,0,0
302,Daisuke,Y&Co,157,157,DATA/mov/dais.seq,4,275,6,310,1,418,5,290,7,354,1,0,5,0,0
303,POSSESSION,TAG,185,370,DATA/mov/poss.seq,6,351,9,491,0,0,4,252,8,419,0,0,5,1,0
304,Unreal,Black Rose Garden,180,180,DATA/mov/unre.seq,5,273,8,409,0,0,4,235,8,372,0,0,5,0,0
305,DM STAR |~kansai energy style~,Naoki for DM STAR,155,155,DATA/mov/dmst.seq,4,277,7,393,0,0,4,261,7,385,0,0,5,0,0
306,Dogu Ditty,Dp.Honda feat. MARIMO,160,160,DATA/mov/mind.seq,4,289,8,421,0,0,4,240,8,418,0,0,5,0,0
307,NADESHIKO,red litmus,163,163,DATA/mov/twin.seq,3,0,6,0,0,0,4,0,7,0,0,0,5,0,0
308,SHION,DJ YOSHITAKA,179,179,DATA/mov/hotl.seq,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0
309,Love Ç Shine |(Body Grooverz Mix),W.W.S,177,177,DATA/mov/llsb.seq,3,206,7,331,0,0,3,218,7,329,0,0,5,0,0
310,Caramelldansen |(Speedycake Remix),Caramell,164,164,DATA/mov/wond.seq,3,216,6,284,0,0,3,226,7,421,0,0,5,0,0
311,south,Wall5,140,140,DATA/mov/alln.seq,3,189,7,323,0,0,2,187,6,320,0,0,5,0,0
312,Unbelievable |(Sparky Remix),jun feat. Sarah-Jane,87,185,DATA/mov/llsb.seq,4,240,8,417,0,0,5,235,9,421,0,0,5,0,0
313,qwerty,qwerty,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,qwerty,qwerty,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,TYCOON,SOUND HOLIC f. Nana Takahashi,170,170,DATA/mov/meal.seq,3,194,5,227,0,0,3,188,7,300,0,0,5,0,0
316,Yuuyake |~Fading Day~,JAKAZiD,174,174,DATA/mov/yuuy.seq,6,337,9,479,0,0,6,347,8,420,0,0,5,0,0
317,Non Stop Mix Special 3,Non Stop Mix Special,199,199,no,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
318,Luv To Me |~super euro version~,tiger YAMATO and Y&Co.,160,160,DATA/mov/luv2.seq,4,215,6,263,0,0,2,144,4,186,0,0,5,0,0
319,Night of Fire,NIKO,155,155,DATA/mov/bfor.seq,4,136,6,190,0,0,3,143,6,226,0,0,5,0,0
320,FLOWER,DJ YOSHITAKA,173,173,DATA/mov/twin.seq,4,279,8,450,0,0,4,268,8,445,0,0,5,0,0
321,Keep it |-AKIBA KOUBOU MIX-,DJ Command feat. NAGISA,166,166,DATA/mov/bfor.seq,4,0,8,0,0,0,6,232,8,340,8,356,5,0,0
322,DYNAMITE RAVE |~super euro ver.~,NAOKI and Y&Co.,150,150,DATA/mov/luv2.seq,4,0,6,0,0,0,4,0,6,0,0,0,5,0,0
323,Popteen,Domino,151,151,DATA/mov/luv2.seq,2,217,6,334,0,0,3,224,6,367,0,0,5,0,0
324,Elemental Creation,dj TAKA meets DJ YOSHITAKA,212,424,DATA/mov/boss2.seq,6,310,9,527,0,0,6,312,10,541,0,0,5,1,0
325,Follow Tomorrow,HHHxMMxST,140,140,DATA/mov/peti.seq,4,0,8,0,0,0,5,0,8,0,0,0,5,0,0
326,Koko Soko |(Akiba Koubou Remix),SMILE.DK,152,152,DATA/mov/peti.seq,3,0,7,0,0,0,5,0,7,0,0,0,5,0,0
327,Silver*Dream,Jun,96,192,DATA/mov/peti.seq,4,284,8,453,0,0,3,267,7,415,0,0,5,0,0
328,Miracle 5ympho X,USAO,210,210,DATA/mov/punk.seq,4,250,7,428,9,484,4,250,7,410,9,474,5,0,0
329,C18H27NO3,Team Grimoire ,210,210,DATA/mov/punk.seq,5,329,8,492,0,0,5,299,8,473,0,0,5,0,0
330,Monkey Business,kors k,80,160,DATA/mov/dxye.seq,4,253,8,475,0,0,4,249,8,461,0,0,5,0,0
331,Gimme a Big Beat,kors k,138,138,DATA/mov/dyna.seq,3,211,7,321,7,368,3,223,7,313,7,339,5,0,0
332,|Nagisanokokuma Lovely Radio,Bikini Prim,190,190,DATA/mov/juna.seq,5,0,9,0,0,0,5,0,9,0,0,0,5,0,0
333,Healing Vision |~Angelic Mix~,2MB,46,196,DATA/mov/boss2.seq,6,350,8,503,8,440,7,361,8,503,8,472,5,0,1
334,|Rave Until The Night Is Over,DM Ashura feat. MC Jay & Weronica,144,144,DATA/mov/bfor.seq,3,209,7,381,0,0,3,209,7,391,0,0,5,0,1
385,SUPER EURO NOW |~NONSTOP~,MIXED BY GU TEAM,160,160,DATA/mov/bfor.seq,0,0,7,0,0,0,0,0,8,0,0,0,101,0,0
386,HIGH SPEED CONCLUSION,Ryutaro Nakahara,183,185,DATA/mov/bfor.seq,0,0,8,0,0,0,0,0,8,0,0,0,101,0,0
387,House Maniax,MIXED BY GU TEAM,125,130,DATA/mov/disc.seq,0,0,6,0,0,0,0,0,6,0,0,0,101,0,0
9999,End Of List,End of List,150,150,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
